300.675	324.04163	395.4808	124.6298	264.15067	208.62279	303.55338	108.31289	301.58112	136.94328	481.54922	245.71028	271.9383	148.32541	316.5482	223.61082	184.46358	185.05339	582.1562	349.2073	206.83363	173.71222	324.94153	56.710297	201.08066	559.0576	206.88426	147.76556	238.17824	291.3374	163.95074	32.71416	260.5981	67.00756	388.87387	65.86971	291.70944	431.47018	183.04053	358.68738	181.20035	110.22608	190.16069	116.00186	252.79297	427.15933	103.295616	278.86942	181.72641	381.7379	241.46489	461.11926	70.69164	221.15173	543.45575	677.10535	145.44826	167.36261	409.05746	279.72906	341.16415	262.90906	463.6885	570.48975	442.40723	129.71242	365.29108	204.23303	180.89642	153.00975	188.71275	142.30984	229.98041	283.67896	269.16953	127.11799	1024.8613	251.28078	1251.2369	376.50452	208.60684	171.81398	254.16434	915.6018	214.68922	179.92847	821.32007	764.6943	357.32962	86.77519	744.35406	226.18752	662.92847	162.65231	1260.1179	176.89684	314.0223	216.441	416.90686	277.1151
300.53214	323.81967	396.51425	124.764565	264.48798	206.72952	302.24838	108.33045	301.7164	137.1153	481.73593	245.76495	271.99313	148.3389	316.71262	223.74213	184.92986	187.51993	581.81366	350.83963	206.88046	173.74712	324.39383	56.924778	201.08421	559.631	207.35796	148.20152	237.64413	291.82288	163.89163	32.78726	260.81668	70.02011	389.03268	65.827126	291.65274	431.66232	183.10582	358.84784	181.23642	110.15512	190.01135	116.88912	252.3882	427.4206	103.335175	279.27875	181.59972	381.42517	241.39392	461.22406	71.72732	221.24467	543.8287	677.86383	145.40558	166.73207	409.10153	280.2858	340.8753	263.1067	464.05142	570.85236	443.89667	130.00874	365.5338	204.27902	181.07162	153.68433	188.96243	142.3581	229.87898	284.05676	269.98615	127.17728	1025.4642	251.39462	1251.0608	376.63092	209.13152	172.09572	254.16545	916.4367	214.63133	179.90663	821.67633	765.27246	357.01578	87.12393	745.6636	225.42491	663.24554	162.7754	1262.6116	176.02591	314.0053	217.00462	417.0667	279.95502
300.9053	324.05664	396.74036	124.89414	264.47693	208.59793	303.8121	108.37208	301.5577	137.094	481.99667	245.9541	272.14984	148.44398	316.7649	223.79851	184.34564	186.59673	581.2575	347.7276	206.9583	173.88509	324.52213	57.206257	201.09995	559.8463	206.97668	147.99721	237.68356	292.5194	163.8183	32.73582	261.49545	69.535126	389.06577	65.00268	291.80383	431.63837	183.23495	358.8209	181.2204	110.05246	189.84161	117.11121	251.9162	427.4952	103.047325	279.20282	181.87901	381.68005	241.49458	461.19107	71.67531	221.63914	543.5296	677.7586	145.32945	166.16318	409.25525	279.90585	340.45728	263.0118	464.16855	571.6716	443.2439	130.06255	365.79907	204.3121	181.11868	152.8171	188.98613	142.33635	229.89297	284.51407	271.2187	127.035126	1027.4249	251.62587	1251.4257	376.3061	209.23555	172.08496	254.06062	916.34436	214.7792	179.31177	822.5635	765.77106	356.79352	86.77855	744.4159	224.4223	663.1739	162.82243	1263.7832	177.53313	314.1817	216.86235	417.05634	277.6787
300.97864	324.1731	397.42804	124.92312	264.43625	206.77353	304.10703	108.378006	301.74097	137.17238	482.23712	246.14532	272.33484	148.41557	317.1269	223.86014	184.22144	186.5498	581.2248	348.99567	206.7121	173.91258	324.46365	57.471718	201.29166	560.9403	207.72876	148.09969	237.96953	292.2669	163.81207	32.324173	261.80453	66.97323	388.74716	66.11569	292.22714	431.97177	183.25598	359.1187	181.37321	110.30969	189.84831	117.53369	251.73311	427.7937	103.01457	279.45752	182.19684	381.43994	241.44069	461.14938	70.5909	221.6218	544.26074	679.0609	145.38177	166.27841	409.5977	280.3892	341.41855	263.02274	464.3399	572.01294	443.55685	130.22522	365.91113	204.28917	180.87825	153.10736	189.06361	142.46346	229.85391	284.86398	270.56235	127.19555	1027.1075	252.74706	1250.6008	376.23248	208.86115	172.24509	254.11296	918.59906	215.17523	179.42776	822.9553	765.8913	356.65628	86.975945	744.6453	225.43344	663.71954	163.05006	1265.2935	178.51431	314.18845	215.16771	417.14902	277.16638
301.4507	324.29492	397.9249	124.86708	264.67526	208.03603	305.3439	108.41637	301.68646	137.3792	482.34595	246.23924	272.3758	148.64606	317.26648	223.99948	184.30629	187.30348	580.85187	347.61505	206.6992	173.97847	324.43964	57.608208	201.33833	560.55176	207.41599	148.26974	237.7398	292.52655	163.86816	32.380165	262.17047	70.6483	388.775	66.08145	291.6285	432.3801	183.41232	359.7323	181.40256	110.50318	189.77332	117.75008	251.46742	428.27423	102.75841	279.292	181.93726	381.0076	241.36171	461.01086	70.71518	221.74736	544.1815	679.5334	145.43701	165.93109	409.50964	280.2675	340.57324	262.95395	464.51944	571.16046	442.1349	130.47125	366.13077	204.41049	181.00043	153.62143	189.11436	142.58308	229.81296	285.4727	271.79196	127.171326	1028.3278	253.37665	1250.5233	376.5688	208.91164	172.48865	254.04453	918.26825	215.06277	179.52524	823.32025	765.93207	356.9758	86.62041	739.15594	225.27455	663.74194	163.13284	1266.3474	177.6465	314.23477	215.20793	417.3469	281.76422
301.59427	324.18555	398.35837	124.89927	264.66653	208.08592	305.8594	108.52076	301.0148	137.442	482.8415	246.37349	272.43802	148.64641	317.4224	223.86246	184.69318	186.56638	580.85706	347.68982	206.61482	174.07368	323.6757	57.793144	201.44843	561.0112	207.22905	148.51772	237.96893	292.27826	163.91138	32.349953	262.4613	67.48904	388.82156	66.634796	291.8258	432.62228	183.60654	360.07565	181.35959	110.36716	189.79742	118.39328	251.41508	428.37137	102.50106	279.64694	182.2717	381.3914	241.49957	460.99457	72.30609	221.8784	544.62683	680.4677	145.5863	165.64468	409.8587	280.68018	340.13223	262.80057	464.411	572.12494	441.6214	130.9417	366.59106	204.52155	181.05301	153.38791	189.23286	142.75546	229.6855	286.02872	272.69522	127.17883	1027.9888	253.88608	1250.4364	376.3244	209.24953	172.57135	254.01645	921.1513	215.48163	179.47174	823.8786	766.0654	357.37317	86.62776	737.3794	224.88951	664.0741	163.2198	1265.999	179.07133	314.33347	214.9857	417.9547	280.88065
301.2861	324.20242	399.35315	124.836075	264.60645	206.07335	306.39697	108.61891	300.73578	137.6231	482.92462	246.49655	272.3425	148.88052	317.61005	224.12401	184.13701	186.56703	581.33496	347.63025	206.63809	174.13435	323.88657	57.947037	201.65843	561.0652	208.09512	148.58145	237.93065	292.17108	164.03455	32.06065	262.81396	67.198	388.4718	66.625145	291.84042	433.14752	183.75507	360.47968	181.2758	110.47329	189.82544	118.559715	251.4649	428.69693	102.40796	279.52518	182.36948	381.8394	241.38887	461.01544	70.63028	221.74742	544.794	679.56665	145.58716	165.28595	410.04492	280.7318	341.07446	262.5403	464.92966	572.52826	440.88562	131.26558	367.06802	204.69667	180.90536	153.84561	189.12486	142.83368	229.78304	286.5511	273.27756	127.10477	1029.3385	253.981	1249.7906	376.5403	209.41225	172.5248	253.92181	922.1183	215.34079	179.45348	824.07623	766.3617	357.34247	86.33173	740.5144	225.0595	664.6589	163.3278	1269.9166	178.63174	314.3434	215.61894	417.66373	282.21014
301.61606	324.3283	399.8956	124.73453	264.6726	207.21141	307.0799	108.57159	300.70706	137.7798	483.1293	246.56972	272.52127	149.0695	317.57095	224.27132	184.42453	186.36272	582.2109	347.91382	206.34612	174.35019	323.76825	58.029057	201.7428	561.2558	207.6874	148.51555	236.74666	291.63422	164.21362	31.907255	262.9848	68.60889	388.3128	67.01896	291.79797	433.79874	183.9624	360.85077	181.36885	110.57237	189.83704	119.12686	251.55257	428.86172	102.36284	279.8569	182.32645	381.4484	241.39937	460.99542	71.54896	221.7053	545.071	679.9087	145.69664	165.42566	410.70963	280.976	340.25922	262.20554	465.02213	572.60486	439.55466	131.45541	367.44614	204.79019	181.3194	153.03372	189.28165	143.04025	229.67798	286.83517	273.76373	127.03436	1028.2828	254.46577	1249.4314	376.41364	209.5553	172.51685	253.93721	922.7744	215.61824	179.32462	824.7804	766.83496	357.76907	86.45524	740.36566	224.96176	665.12463	163.36293	1272.7386	180.1758	314.36804	215.59024	417.97592	281.67365
302.08566	324.5108	400.05453	124.62661	264.9016	207.13731	307.61392	108.70107	301.57288	137.92911	483.3604	246.5686	272.40506	149.26031	317.98087	224.35167	184.24251	187.53647	582.0916	348.17587	206.44177	174.38736	323.82336	58.129307	201.83606	561.75903	207.53767	148.83362	238.1375	291.82483	164.38431	32.264244	263.3235	70.23005	388.28052	67.38596	291.98846	434.15442	184.1129	361.12936	181.32611	110.716835	189.91867	119.29677	251.611	429.03622	102.181206	279.8007	182.53275	381.81598	241.25822	461.06537	70.97254	221.66342	545.26636	680.3453	145.79669	165.30365	411.1509	281.11935	340.38052	261.97308	465.00168	572.50433	439.33527	131.80241	367.50223	204.83102	180.737	153.72368	189.28719	143.2129	229.79124	287.0074	274.45074	127.05637	1029.7749	254.6526	1249.8937	376.82263	208.72035	172.39804	253.95949	924.3886	215.51624	179.15482	825.4615	766.7933	358.48538	86.41979	740.92566	225.14514	665.25684	163.66042	1272.0957	180.26988	314.4058	215.0802	418.34506	282.03357
302.24164	324.52246	401.02032	124.55644	264.92386	206.92322	307.9233	108.680855	300.85873	138.05574	483.5684	246.76973	272.61258	149.51309	317.99963	224.39137	184.32184	187.35985	581.7963	348.64825	206.31122	174.40475	324.0647	58.12933	201.95732	561.78894	208.28415	148.69035	237.65186	291.17218	164.56691	32.049328	263.31866	70.212135	387.89474	67.78657	291.95984	434.69574	184.26663	360.54623	181.31723	110.643265	189.96062	119.6851	251.83855	429.4301	102.20935	279.9344	182.56114	381.7781	241.20677	461.08374	71.42406	221.43237	545.8565	680.9304	145.85172	165.35573	411.1327	281.06082	340.69937	261.55902	465.22818	572.43036	438.7993	132.29535	367.5694	205.00743	180.97554	153.41718	189.3005	143.39803	229.77882	286.98462	273.3211	127.02884	1030.131	255.415	1248.4308	376.9267	209.20326	172.29814	253.86362	924.87573	215.76352	178.94469	825.39154	766.9565	359.05716	86.710495	741.96436	225.22656	664.8311	163.66992	1272.6923	181.64427	314.40704	214.4785	418.27518	282.73666
